date,ten_year_yield,two_year_yield
2/15/1972,6.1,NULL
2/16/1972,6.08,NULL
2/17/1972,6.06,NULL
2/18/1972,6.06,NULL
2/21/1972,NULL,NULL
2/22/1972,6.06,NULL
2/23/1972,6.07,NULL
2/24/1972,6.07,NULL
2/25/1972,6.06,NULL
2/28/1972,6.04,NULL
2/29/1972,6.04,NULL
3/1/1972,6.04,NULL
3/2/1972,6.03,NULL
3/3/1972,6.02,NULL
3/6/1972,6.01,NULL
3/7/1972,6.02,NULL
3/8/1972,6.02,NULL
3/9/1972,6.02,NULL
3/10/1972,6.03,NULL
3/13/1972,6.07,NULL
3/14/1972,6.06,NULL
3/15/1972,6.11,NULL
3/16/1972,6.08,NULL
3/17/1972,6.08,NULL
3/20/1972,6.09,NULL
3/21/1972,6.08,NULL
3/22/1972,6.08,NULL
3/23/1972,6.1,NULL
3/24/1972,6.12,NULL
3/27/1972,6.1,NULL
3/28/1972,6.11,NULL
3/29/1972,6.12,NULL
3/30/1972,6.12,NULL
3/31/1972,NULL,NULL
4/3/1972,6.14,NULL
4/4/1972,6.18,NULL
4/5/1972,6.18,NULL
4/6/1972,6.18,NULL
4/7/1972,6.18,NULL
4/10/1972,6.17,NULL
4/11/1972,6.18,NULL
4/12/1972,6.21,NULL
4/13/1972,6.25,NULL
4/14/1972,6.25,NULL
4/17/1972,6.24,NULL
4/18/1972,6.24,NULL
4/19/1972,6.22,NULL
4/20/1972,6.21,NULL
4/21/1972,6.2,NULL
4/24/1972,6.21,NULL
4/25/1972,6.21,NULL
4/26/1972,6.19,NULL
4/27/1972,6.11,NULL
4/28/1972,6.14,NULL
5/1/1972,6.14,NULL
5/2/1972,6.16,NULL
5/3/1972,6.17,NULL
5/4/1972,6.17,NULL
5/5/1972,6.17,NULL
5/8/1972,6.17,NULL
5/9/1972,6.2,NULL
5/10/1972,6.19,NULL
5/11/1972,6.19,NULL
5/12/1972,6.16,NULL
5/15/1972,6.16,NULL
5/16/1972,6.16,NULL
5/17/1972,6.15,NULL
5/18/1972,6.13,NULL
5/19/1972,6.1,NULL
5/22/1972,6.07,NULL
5/23/1972,6.05,NULL
5/24/1972,6.06,NULL
5/25/1972,6.04,NULL
5/26/1972,6.04,NULL
5/29/1972,NULL,NULL
5/30/1972,6.05,NULL
5/31/1972,6.05,NULL
6/1/1972,6.07,NULL
6/2/1972,6.09,NULL
6/5/1972,6.1,NULL
6/6/1972,6.13,NULL
6/7/1972,6.12,NULL
6/8/1972,6.12,NULL
6/9/1972,6.11,NULL
6/12/1972,6.1,NULL
6/13/1972,6.1,NULL
6/14/1972,6.1,NULL
6/15/1972,6.1,NULL
6/16/1972,6.1,NULL
6/19/1972,6.08,NULL
6/20/1972,6.08,NULL
6/21/1972,6.09,NULL
6/22/1972,6.11,NULL
6/23/1972,6.1,NULL
6/26/1972,6.12,NULL
6/27/1972,6.12,NULL
6/28/1972,6.12,NULL
6/29/1972,6.14,NULL
6/30/1972,6.15,NULL
7/3/1972,6.14,NULL
7/4/1972,NULL,NULL
7/5/1972,6.13,NULL
7/6/1972,6.13,NULL
7/7/1972,6.13,NULL
7/10/1972,6.13,NULL
7/11/1972,6.13,NULL
7/12/1972,6.12,NULL
7/13/1972,6.11,NULL
7/14/1972,6.1,NULL
7/17/1972,6.11,NULL
7/18/1972,6.11,NULL
7/19/1972,6.09,NULL
7/20/1972,6.09,NULL
7/21/1972,6.1,NULL
7/24/1972,6.1,NULL
7/25/1972,6.09,NULL
7/26/1972,6.08,NULL
7/27/1972,6.13,NULL
7/28/1972,6.12,NULL
7/31/1972,6.12,NULL
8/1/1972,6.14,NULL
8/2/1972,6.14,NULL
8/3/1972,6.15,NULL
8/4/1972,6.16,NULL
8/7/1972,6.16,NULL
8/8/1972,6.15,NULL
8/9/1972,6.14,NULL
8/10/1972,6.14,NULL
8/11/1972,6.14,NULL
8/14/1972,6.16,NULL
8/15/1972,6.17,NULL
8/16/1972,6.18,NULL
8/17/1972,6.2,NULL
8/18/1972,6.21,NULL
8/21/1972,6.21,NULL
8/22/1972,6.2,NULL
8/23/1972,6.22,NULL
8/24/1972,6.23,NULL
8/25/1972,6.26,NULL
8/28/1972,6.3,NULL
8/29/1972,6.34,NULL
8/30/1972,6.42,NULL
8/31/1972,6.42,NULL
9/1/1972,6.43,NULL
9/4/1972,NULL,NULL
9/5/1972,6.46,NULL
9/6/1972,6.49,NULL
9/7/1972,6.52,NULL
9/8/1972,6.56,NULL
9/11/1972,6.54,NULL
9/12/1972,6.54,NULL
9/13/1972,6.54,NULL
9/14/1972,6.57,NULL
9/15/1972,6.56,NULL
9/18/1972,6.55,NULL
9/19/1972,6.55,NULL
9/20/1972,6.56,NULL
9/21/1972,6.59,NULL
9/22/1972,6.62,NULL
9/25/1972,6.62,NULL
9/26/1972,6.6,NULL
9/27/1972,6.59,NULL
9/28/1972,6.56,NULL
9/29/1972,6.54,NULL
10/2/1972,6.54,NULL
10/3/1972,6.54,NULL
10/4/1972,6.53,NULL
10/5/1972,6.53,NULL
10/6/1972,6.52,NULL
10/9/1972,NULL,NULL
10/10/1972,6.48,NULL
10/11/1972,6.47,NULL
10/12/1972,6.5,NULL
10/13/1972,6.5,NULL
10/16/1972,6.49,NULL
10/17/1972,6.49,NULL
10/18/1972,6.49,NULL
10/19/1972,6.48,NULL
10/20/1972,6.47,NULL
10/23/1972,NULL,NULL
10/24/1972,6.45,NULL
10/25/1972,6.44,NULL
10/26/1972,6.42,NULL
10/27/1972,6.42,NULL
10/30/1972,6.42,NULL
10/31/1972,6.41,NULL
11/1/1972,6.39,NULL
11/2/1972,6.34,NULL
11/3/1972,6.3,NULL
11/6/1972,6.27,NULL
11/7/1972,NULL,NULL
11/8/1972,6.3,NULL
11/9/1972,6.3,NULL
11/10/1972,6.3,NULL
11/13/1972,6.27,NULL
11/14/1972,6.26,NULL
11/15/1972,6.23,NULL
11/16/1972,6.24,NULL
11/17/1972,6.24,NULL
11/20/1972,6.23,NULL
11/21/1972,6.26,NULL
11/22/1972,6.27,NULL
11/23/1972,NULL,NULL
11/24/1972,6.27,NULL
11/27/1972,6.3,NULL
11/28/1972,6.29,NULL
11/29/1972,6.27,NULL
11/30/1972,6.28,NULL
12/1/1972,6.29,NULL
12/4/1972,6.3,NULL
12/5/1972,6.31,NULL
12/6/1972,6.31,NULL
12/7/1972,6.31,NULL
12/8/1972,6.32,NULL
12/11/1972,6.34,NULL
12/12/1972,6.35,NULL
12/13/1972,6.35,NULL
12/14/1972,6.35,NULL
12/15/1972,6.35,NULL
12/18/1972,6.38,NULL
12/19/1972,6.4,NULL
12/20/1972,6.4,NULL
12/21/1972,6.4,NULL
12/22/1972,6.4,NULL
12/25/1972,NULL,NULL
12/26/1972,6.39,NULL
12/27/1972,6.4,NULL
12/28/1972,6.41,NULL
12/29/1972,6.41,NULL
1/1/1973,NULL,NULL
1/2/1973,6.43,NULL
1/3/1973,6.42,NULL
1/4/1973,6.4,NULL
1/5/1973,6.42,NULL
1/8/1973,6.43,NULL
1/9/1973,6.42,NULL
1/10/1973,6.43,NULL
1/11/1973,6.43,NULL
1/12/1973,6.44,NULL
1/15/1973,6.44,NULL
1/16/1973,6.44,NULL
1/17/1973,6.45,NULL
1/18/1973,6.46,NULL
1/19/1973,6.49,NULL
1/22/1973,6.5,NULL
1/23/1973,6.48,NULL
1/24/1973,6.49,NULL
1/25/1973,6.51,NULL
1/26/1973,6.53,NULL
1/29/1973,6.55,NULL
1/30/1973,6.52,NULL
1/31/1973,6.54,NULL
2/1/1973,6.6,NULL
2/2/1973,6.64,NULL
2/5/1973,6.64,NULL
2/6/1973,6.64,NULL
2/7/1973,6.64,NULL
2/8/1973,6.66,NULL
2/9/1973,6.63,NULL
2/12/1973,NULL,NULL
2/13/1973,6.61,NULL
2/14/1973,6.62,NULL
2/15/1973,6.62,NULL
2/16/1973,6.63,NULL
2/19/1973,NULL,NULL
2/20/1973,6.66,NULL
2/21/1973,6.66,NULL
2/22/1973,6.65,NULL
2/23/1973,6.61,NULL
2/26/1973,6.65,NULL
2/27/1973,6.64,NULL
2/28/1973,6.64,NULL
3/1/1973,6.65,NULL
3/2/1973,6.67,NULL
3/5/1973,6.68,NULL
3/6/1973,6.68,NULL
3/7/1973,6.66,NULL
3/8/1973,6.67,NULL
3/9/1973,6.68,NULL
3/12/1973,6.68,NULL
3/13/1973,6.7,NULL
3/14/1973,6.71,NULL
3/15/1973,6.73,NULL
3/16/1973,6.77,NULL
3/19/1973,6.75,NULL
3/20/1973,6.76,NULL
3/21/1973,6.76,NULL
3/22/1973,6.76,NULL
3/23/1973,6.76,NULL
3/26/1973,6.73,NULL
3/27/1973,6.72,NULL
3/28/1973,6.67,NULL
3/29/1973,6.68,NULL
3/30/1973,6.73,NULL
4/2/1973,6.74,NULL
4/3/1973,6.73,NULL
4/4/1973,6.7,NULL
4/5/1973,6.68,NULL
4/6/1973,6.64,NULL
4/9/1973,6.62,NULL
4/10/1973,6.64,NULL
4/11/1973,6.65,NULL
4/12/1973,6.66,NULL
4/13/1973,6.63,NULL
4/16/1973,6.62,NULL
4/17/1973,6.64,NULL
4/18/1973,6.64,NULL
4/19/1973,6.66,NULL
4/20/1973,NULL,NULL
4/23/1973,6.73,NULL
4/24/1973,6.66,NULL
4/25/1973,6.66,NULL
4/26/1973,6.68,NULL
4/27/1973,6.69,NULL
4/30/1973,6.7,NULL
5/1/1973,6.72,NULL
5/2/1973,6.76,NULL
5/3/1973,6.77,NULL
5/4/1973,6.79,NULL
5/7/1973,6.81,NULL
5/8/1973,6.8,NULL
5/9/1973,6.8,NULL
5/10/1973,6.81,NULL
5/11/1973,6.82,NULL
5/14/1973,6.83,NULL
5/15/1973,6.86,NULL
5/16/1973,6.84,NULL
5/17/1973,6.85,NULL
5/18/1973,6.86,NULL
5/21/1973,6.89,NULL
5/22/1973,6.9,NULL
5/23/1973,6.92,NULL
5/24/1973,6.91,NULL
5/25/1973,6.91,NULL
5/28/1973,NULL,NULL
5/29/1973,6.93,NULL
5/30/1973,6.93,NULL
5/31/1973,6.93,NULL
6/1/1973,6.96,NULL
6/4/1973,6.98,NULL
6/5/1973,6.95,NULL
6/6/1973,6.89,NULL
6/7/1973,6.89,NULL
6/8/1973,6.87,NULL
6/11/1973,6.87,NULL
6/12/1973,6.86,NULL
6/13/1973,6.85,NULL
6/14/1973,6.85,NULL
6/15/1973,6.86,NULL
6/18/1973,6.87,NULL
6/19/1973,6.87,NULL
6/20/1973,6.89,NULL
6/21/1973,6.89,NULL
6/22/1973,6.91,NULL
6/25/1973,6.93,NULL
6/26/1973,6.93,NULL
6/27/1973,6.92,NULL
6/28/1973,6.92,NULL
6/29/1973,6.94,NULL
7/2/1973,7.01,NULL
7/3/1973,7.01,NULL
7/4/1973,NULL,NULL
7/5/1973,7.01,NULL
7/6/1973,7.03,NULL
7/9/1973,7.05,NULL
7/10/1973,7.05,NULL
7/11/1973,7.05,NULL
7/12/1973,7.04,NULL
7/13/1973,7.05,NULL
7/16/1973,7.06,NULL
7/17/1973,7.06,NULL
7/18/1973,7.07,NULL
7/19/1973,7.11,NULL
7/20/1973,7.17,NULL
7/23/1973,7.17,NULL
7/24/1973,7.19,NULL
7/25/1973,7.19,NULL
7/26/1973,7.28,NULL
7/27/1973,7.35,NULL
7/30/1973,7.37,NULL
7/31/1973,7.43,NULL
8/1/1973,7.55,NULL
8/2/1973,7.52,NULL
8/3/1973,7.53,NULL
8/6/1973,7.54,NULL
8/7/1973,7.58,NULL
8/8/1973,7.52,NULL
8/9/1973,7.54,NULL
8/10/1973,7.52,NULL
8/13/1973,7.47,NULL
8/14/1973,7.46,NULL
8/15/1973,7.45,NULL
8/16/1973,7.37,NULL
8/17/1973,7.28,NULL
8/20/1973,7.38,NULL
8/21/1973,7.36,NULL
8/22/1973,7.39,NULL
8/23/1973,7.31,NULL
8/24/1973,7.23,NULL
8/27/1973,7.26,NULL
8/28/1973,7.29,NULL
8/29/1973,7.26,NULL
8/30/1973,7.25,NULL
8/31/1973,7.25,NULL
9/3/1973,NULL,NULL
9/4/1973,7.21,NULL
9/5/1973,7.11,NULL
9/6/1973,7.1,NULL
9/7/1973,7.11,NULL
9/10/1973,7.16,NULL
9/11/1973,7.19,NULL
9/12/1973,7.2,NULL
9/13/1973,7.21,NULL
9/14/1973,7.21,NULL
9/17/1973,7.16,NULL
9/18/1973,7.08,NULL
9/19/1973,7.1,NULL
9/20/1973,7.09,NULL
9/21/1973,7.02,NULL
9/24/1973,7,NULL
9/25/1973,6.96,NULL
9/26/1973,6.97,NULL
9/27/1973,6.94,NULL
9/28/1973,6.9,NULL
10/1/1973,6.91,NULL
10/2/1973,6.89,NULL
10/3/1973,6.9,NULL
10/4/1973,6.88,NULL
10/5/1973,6.86,NULL
10/8/1973,NULL,NULL
10/9/1973,6.78,NULL
10/10/1973,6.77,NULL
10/11/1973,6.78,NULL
10/12/1973,6.75,NULL
10/15/1973,6.77,NULL
10/16/1973,6.81,NULL
10/17/1973,6.82,NULL
10/18/1973,6.81,NULL
10/19/1973,6.8,NULL
10/22/1973,NULL,NULL
10/23/1973,6.8,NULL
10/24/1973,6.75,NULL
10/25/1973,6.73,NULL
10/26/1973,6.72,NULL
10/29/1973,6.72,NULL
10/30/1973,6.72,NULL
10/31/1973,6.71,NULL
11/1/1973,6.71,NULL
11/2/1973,6.72,NULL
11/5/1973,6.74,NULL
11/6/1973,NULL,NULL
11/7/1973,6.76,NULL
11/8/1973,6.77,NULL
11/9/1973,6.76,NULL
11/12/1973,6.76,NULL
11/13/1973,6.76,NULL
11/14/1973,6.79,NULL
11/15/1973,6.76,NULL
11/16/1973,6.72,NULL
11/19/1973,6.71,NULL
11/20/1973,6.72,NULL
11/21/1973,6.71,NULL
11/22/1973,NULL,NULL
11/23/1973,6.7,NULL
11/26/1973,6.69,NULL
11/27/1973,6.7,NULL
11/28/1973,6.7,NULL
11/29/1973,6.7,NULL
11/30/1973,6.69,NULL
12/3/1973,6.69,NULL
12/4/1973,6.69,NULL
12/5/1973,6.72,NULL
12/6/1973,6.75,NULL
12/7/1973,6.74,NULL
12/10/1973,6.71,NULL
12/11/1973,6.69,NULL
12/12/1973,6.69,NULL
12/13/1973,6.68,NULL
12/14/1973,6.68,NULL
12/17/1973,6.67,NULL
12/18/1973,6.68,NULL
12/19/1973,6.71,NULL
12/20/1973,6.73,NULL
12/21/1973,6.78,NULL
12/24/1973,NULL,NULL
12/25/1973,NULL,NULL
12/26/1973,6.83,NULL
12/27/1973,6.88,NULL
12/28/1973,6.91,NULL
12/31/1973,6.9,NULL
1/1/1974,NULL,NULL
1/2/1974,6.94,NULL
1/3/1974,6.96,NULL
1/4/1974,6.94,NULL
1/7/1974,6.96,NULL
1/8/1974,6.96,NULL
1/9/1974,6.96,NULL
1/10/1974,7,NULL
1/11/1974,7.01,NULL
1/14/1974,7.01,NULL
1/15/1974,6.99,NULL
1/16/1974,6.99,NULL
1/17/1974,6.97,NULL
1/18/1974,6.98,NULL
1/21/1974,6.99,NULL
1/22/1974,7,NULL
1/23/1974,7.01,NULL
1/24/1974,7.02,NULL
1/25/1974,7.02,NULL
1/28/1974,7.01,NULL
1/29/1974,7.02,NULL
1/30/1974,7.01,NULL
1/31/1974,7,NULL
2/1/1974,7,NULL
2/4/1974,6.98,NULL
2/5/1974,6.95,NULL
2/6/1974,6.93,NULL
2/7/1974,6.93,NULL
2/8/1974,6.93,NULL
2/11/1974,6.93,NULL
2/12/1974,NULL,NULL
2/13/1974,6.93,NULL
2/14/1974,6.93,NULL
2/15/1974,6.93,NULL
2/18/1974,NULL,NULL
2/19/1974,6.93,NULL
2/20/1974,6.96,NULL
2/21/1974,6.98,NULL
2/22/1974,6.97,NULL
2/25/1974,6.96,NULL
2/26/1974,6.98,NULL
2/27/1974,7,NULL
2/28/1974,7.01,NULL
3/1/1974,7.08,NULL
3/4/1974,7.09,NULL
3/5/1974,7.1,NULL
3/6/1974,7.09,NULL
3/7/1974,7.06,NULL
3/8/1974,7.06,NULL
3/11/1974,7.08,NULL
3/12/1974,7.09,NULL
3/13/1974,7.13,NULL
3/14/1974,7.13,NULL
3/15/1974,7.18,NULL
3/18/1974,7.23,NULL
3/19/1974,7.24,NULL
3/20/1974,7.27,NULL
3/21/1974,7.3,NULL
3/22/1974,7.35,NULL
3/25/1974,7.39,NULL
3/26/1974,7.38,NULL
3/27/1974,7.35,NULL
3/28/1974,7.38,NULL
3/29/1974,7.41,NULL
4/1/1974,7.42,NULL
4/2/1974,7.43,NULL
4/3/1974,7.43,NULL
4/4/1974,7.51,NULL
4/5/1974,7.54,NULL
4/8/1974,7.5,NULL
4/9/1974,7.49,NULL
4/10/1974,7.46,NULL
4/11/1974,7.45,NULL
4/12/1974,NULL,NULL
4/15/1974,7.42,NULL
4/16/1974,7.43,NULL
4/17/1974,7.45,NULL
4/18/1974,7.5,NULL
4/19/1974,7.51,NULL
4/22/1974,7.52,NULL
4/23/1974,7.54,NULL
4/24/1974,7.58,NULL
4/25/1974,7.63,NULL
4/26/1974,7.64,NULL
4/29/1974,7.65,NULL
4/30/1974,7.66,NULL
5/1/1974,7.62,NULL
5/2/1974,7.58,NULL
5/3/1974,7.65,NULL
5/6/1974,7.65,NULL
5/7/1974,7.65,NULL
5/8/1974,7.65,NULL
5/9/1974,7.7,NULL
5/10/1974,7.63,NULL
5/13/1974,7.54,NULL
5/14/1974,7.57,NULL
5/15/1974,7.55,NULL
5/16/1974,7.54,NULL
5/17/1974,7.57,NULL
5/20/1974,7.58,NULL
5/21/1974,7.57,NULL
5/22/1974,7.56,NULL
5/23/1974,7.52,NULL
5/24/1974,7.49,NULL
5/27/1974,NULL,NULL
5/28/1974,7.5,NULL
5/29/1974,7.52,NULL
5/30/1974,7.51,NULL
5/31/1974,7.52,NULL
6/3/1974,7.53,NULL
6/4/1974,7.52,NULL
6/5/1974,7.52,NULL
6/6/1974,7.5,NULL
6/7/1974,7.46,NULL
6/10/1974,7.47,NULL
6/11/1974,7.48,NULL
6/12/1974,7.5,NULL
6/13/1974,7.5,NULL
6/14/1974,7.5,NULL
6/17/1974,7.49,NULL
6/18/1974,7.52,NULL
6/19/1974,7.52,NULL
6/20/1974,7.55,NULL
6/21/1974,7.55,NULL
6/24/1974,7.58,NULL
6/25/1974,7.62,NULL
6/26/1974,7.62,NULL
6/27/1974,7.64,NULL
6/28/1974,7.64,NULL
7/1/1974,7.65,NULL
7/2/1974,7.65,NULL
7/3/1974,7.7,NULL
7/4/1974,NULL,NULL
7/5/1974,7.71,NULL
7/8/1974,7.77,NULL
7/9/1974,7.81,NULL
7/10/1974,7.82,NULL
7/11/1974,7.84,NULL
7/12/1974,7.85,NULL
7/15/1974,7.86,NULL
7/16/1974,7.88,NULL
7/17/1974,7.91,NULL
7/18/1974,7.9,NULL
7/19/1974,7.87,NULL
7/22/1974,7.77,NULL
7/23/1974,7.79,NULL
7/24/1974,7.76,NULL
7/25/1974,7.75,NULL
7/26/1974,7.79,NULL
7/29/1974,7.85,NULL
7/30/1974,7.89,NULL
7/31/1974,7.89,NULL
8/1/1974,7.92,NULL
8/2/1974,7.96,NULL
8/5/1974,7.99,NULL
8/6/1974,7.97,NULL
8/7/1974,7.97,NULL
8/8/1974,7.97,NULL
8/9/1974,8.03,NULL
8/12/1974,8.05,NULL
8/13/1974,8.06,NULL
8/14/1974,8.05,NULL
8/15/1974,8.02,NULL
8/16/1974,8,NULL
8/19/1974,7.98,NULL
8/20/1974,7.99,NULL
8/21/1974,8.05,NULL
8/22/1974,8.09,NULL
8/23/1974,8.15,NULL
8/26/1974,8.16,NULL
8/27/1974,8.15,NULL
8/28/1974,8.15,NULL
8/29/1974,8.15,NULL
8/30/1974,8.11,NULL
9/2/1974,NULL,NULL
9/3/1974,8.11,NULL
9/4/1974,8.12,NULL
9/5/1974,8.1,NULL
9/6/1974,8.09,NULL
9/9/1974,8.02,NULL
9/10/1974,8.04,NULL
9/11/1974,8.05,NULL
9/12/1974,8.13,NULL
9/13/1974,8.13,NULL
9/16/1974,8.1,NULL
9/17/1974,8.09,NULL
9/18/1974,8.08,NULL
9/19/1974,8.04,NULL
9/20/1974,8.02,NULL
9/23/1974,7.91,NULL
9/24/1974,7.94,NULL
9/25/1974,7.94,NULL
9/26/1974,7.96,NULL
9/27/1974,7.94,NULL
9/30/1974,7.94,NULL
10/1/1974,7.97,NULL
10/2/1974,7.98,NULL
10/3/1974,8.04,NULL
10/4/1974,8.02,NULL
10/7/1974,8.01,NULL
10/8/1974,7.95,NULL
10/9/1974,7.95,NULL
10/10/1974,7.93,NULL
10/11/1974,7.88,NULL
10/14/1974,NULL,NULL
10/15/1974,7.87,NULL
10/16/1974,7.87,NULL
10/17/1974,7.88,NULL
10/18/1974,7.86,NULL
10/21/1974,7.81,NULL
10/22/1974,7.81,NULL
10/23/1974,7.85,NULL
10/24/1974,7.87,NULL
10/25/1974,7.86,NULL
10/28/1974,7.88,NULL
10/29/1974,7.84,NULL
10/30/1974,7.81,NULL
10/31/1974,7.79,NULL
11/1/1974,7.8,NULL
11/4/1974,7.8,NULL
11/5/1974,NULL,NULL
11/6/1974,7.76,NULL
11/7/1974,7.74,NULL
11/8/1974,7.72,NULL
11/11/1974,NULL,NULL
11/12/1974,7.78,NULL
11/13/1974,7.75,NULL
11/14/1974,7.72,NULL
11/15/1974,7.61,NULL
11/18/1974,7.63,NULL
11/19/1974,7.63,NULL
11/20/1974,7.59,NULL
11/21/1974,7.6,NULL
11/22/1974,7.6,NULL
11/25/1974,7.62,NULL
11/26/1974,7.63,NULL
11/27/1974,7.64,NULL
11/28/1974,NULL,NULL
11/29/1974,7.64,NULL
12/2/1974,7.71,NULL
12/3/1974,7.74,NULL
12/4/1974,7.68,NULL
12/5/1974,7.64,NULL
12/6/1974,7.59,NULL
12/9/1974,7.4,NULL
12/10/1974,7.42,NULL
12/11/1974,7.38,NULL
12/12/1974,7.39,NULL
12/13/1974,7.38,NULL
12/16/1974,7.34,NULL
12/17/1974,7.28,NULL
12/18/1974,7.25,NULL
12/19/1974,7.25,NULL
12/20/1974,7.27,NULL
12/23/1974,7.41,NULL
12/24/1974,7.43,NULL
12/25/1974,NULL,NULL
12/26/1974,7.37,NULL
12/27/1974,7.39,NULL
12/30/1974,7.39,NULL
12/31/1974,7.4,NULL
1/1/1975,NULL,NULL
1/2/1975,7.42,NULL
1/3/1975,7.43,NULL
1/6/1975,7.39,NULL
1/7/1975,7.38,NULL
1/8/1975,7.39,NULL
1/9/1975,7.35,NULL
1/10/1975,7.37,NULL
1/13/1975,7.46,NULL
1/14/1975,7.49,NULL
1/15/1975,7.54,NULL
1/16/1975,7.54,NULL
1/17/1975,7.53,NULL
1/20/1975,7.59,NULL
1/21/1975,7.55,NULL
1/22/1975,7.51,NULL
1/23/1975,7.57,NULL
1/24/1975,7.64,NULL
1/27/1975,7.61,NULL
1/28/1975,7.61,NULL
1/29/1975,7.59,NULL
1/30/1975,7.54,NULL
1/31/1975,7.53,NULL
2/3/1975,7.49,NULL
2/4/1975,7.47,NULL
2/5/1975,7.35,NULL
2/6/1975,7.43,NULL
2/7/1975,7.38,NULL
2/10/1975,7.45,NULL
2/11/1975,7.42,NULL
2/12/1975,NULL,NULL
2/13/1975,7.44,NULL
2/14/1975,7.35,NULL
2/17/1975,NULL,NULL
2/18/1975,7.28,NULL
2/19/1975,7.26,NULL
2/20/1975,7.3,NULL
2/21/1975,7.22,NULL
2/24/1975,7.36,NULL
2/25/1975,7.43,NULL
2/26/1975,7.5,NULL
2/27/1975,7.47,NULL
2/28/1975,7.46,NULL
3/3/1975,7.5,NULL
3/4/1975,7.53,NULL
3/5/1975,7.48,NULL
3/6/1975,7.49,NULL
3/7/1975,7.52,NULL
3/10/1975,7.56,NULL
3/11/1975,7.58,NULL
3/12/1975,7.58,NULL
3/13/1975,7.56,NULL
3/14/1975,7.58,NULL
3/17/1975,7.7,NULL
3/18/1975,7.7,NULL
3/19/1975,7.8,NULL
3/20/1975,7.95,NULL
3/21/1975,7.84,NULL
3/24/1975,8.05,NULL
3/25/1975,8.03,NULL
3/26/1975,8.02,NULL
3/27/1975,8.08,NULL
3/28/1975,NULL,NULL
3/31/1975,8.01,NULL
4/1/1975,8.08,NULL
4/2/1975,8.22,NULL
4/3/1975,8.13,NULL
4/4/1975,8.15,NULL
4/7/1975,8.26,NULL
4/8/1975,8.21,NULL
4/9/1975,8.17,NULL
4/10/1975,8.19,NULL
4/11/1975,8.22,NULL
4/14/1975,8.16,NULL
4/15/1975,8.16,NULL
4/16/1975,8.15,NULL
4/17/1975,8.21,NULL
4/18/1975,8.27,NULL
4/21/1975,8.32,NULL
4/22/1975,8.32,NULL
4/23/1975,8.27,NULL
4/24/1975,8.25,NULL
4/25/1975,8.25,NULL
4/28/1975,8.35,NULL
4/29/1975,8.34,NULL
4/30/1975,8.31,NULL
5/1/1975,8.31,NULL
5/2/1975,8.11,NULL
5/5/1975,8.08,NULL
5/6/1975,8.11,NULL
5/7/1975,8.07,NULL
5/8/1975,8.09,NULL
5/9/1975,8.08,NULL
5/12/1975,8.07,NULL
5/13/1975,8.06,NULL
5/14/1975,8.02,NULL
5/15/1975,8.02,NULL
5/16/1975,8.01,NULL
5/19/1975,8,NULL
5/20/1975,7.98,NULL
5/21/1975,7.98,NULL
5/22/1975,8.02,NULL
5/23/1975,8.02,NULL
5/26/1975,NULL,NULL
5/27/1975,7.98,NULL
5/28/1975,8.02,NULL
5/29/1975,8.18,NULL
5/30/1975,8.04,NULL
6/2/1975,8.02,NULL
6/3/1975,8,NULL
6/4/1975,7.99,NULL
6/5/1975,7.97,NULL
6/6/1975,7.88,NULL
6/9/1975,7.78,NULL
6/10/1975,7.77,NULL
6/11/1975,7.65,NULL
6/12/1975,7.67,NULL
6/13/1975,7.69,NULL
6/16/1975,7.66,NULL
6/17/1975,7.72,NULL
6/18/1975,7.83,NULL
6/19/1975,7.8,NULL
6/20/1975,7.94,NULL
6/23/1975,7.9,NULL
6/24/1975,7.9,NULL
6/25/1975,8.02,NULL
6/26/1975,7.98,NULL
6/27/1975,7.95,NULL
6/30/1975,7.96,NULL
7/1/1975,7.97,NULL
7/2/1975,8.05,NULL
7/3/1975,8.05,NULL
7/4/1975,NULL,NULL
7/7/1975,8.06,NULL
7/8/1975,8.01,NULL
7/9/1975,8.02,NULL
7/10/1975,8.02,NULL
7/11/1975,7.99,NULL
7/14/1975,7.99,NULL
7/15/1975,7.98,NULL
7/16/1975,8.03,NULL
7/17/1975,8.04,NULL
7/18/1975,8.06,NULL
7/21/1975,8.07,NULL
7/22/1975,8.1,NULL
7/23/1975,8.09,NULL
7/24/1975,8.09,NULL
7/25/1975,8.12,NULL
7/28/1975,8.12,NULL
7/29/1975,8.13,NULL
7/30/1975,8.16,NULL
7/31/1975,8.2,NULL
8/1/1975,8.26,NULL
8/4/1975,8.37,NULL
8/5/1975,8.37,NULL
8/6/1975,8.4,NULL
8/7/1975,8.48,NULL
8/8/1975,8.4,NULL
8/11/1975,8.38,NULL
8/12/1975,8.4,NULL
8/13/1975,8.39,NULL
8/14/1975,8.45,NULL
8/15/1975,8.48,NULL
8/18/1975,8.46,NULL
8/19/1975,8.42,NULL
8/20/1975,8.42,NULL
8/21/1975,8.48,NULL
8/22/1975,8.46,NULL
8/25/1975,8.46,NULL
8/26/1975,8.4,NULL
8/27/1975,8.37,NULL
8/28/1975,8.28,NULL
8/29/1975,8.22,NULL
9/1/1975,NULL,NULL
9/2/1975,8.26,NULL
9/3/1975,8.29,NULL
9/4/1975,8.29,NULL
9/5/1975,8.35,NULL
9/8/1975,8.36,NULL
9/9/1975,8.4,NULL
9/10/1975,8.46,NULL
9/11/1975,8.55,NULL
