date,ten_year_yield,two_year_yield
1/2/1962,4.06,NULL
1/3/1962,4.03,NULL
1/4/1962,3.99,NULL
1/5/1962,4.02,NULL
1/8/1962,4.03,NULL
1/9/1962,4.05,NULL
1/10/1962,4.07,NULL
1/11/1962,4.08,NULL
1/12/1962,4.08,NULL
1/15/1962,4.1,NULL
1/16/1962,4.13,NULL
1/17/1962,4.12,NULL
1/18/1962,4.11,NULL
1/19/1962,4.11,NULL
1/22/1962,4.09,NULL
1/23/1962,4.11,NULL
1/24/1962,4.1,NULL
1/25/1962,4.11,NULL
1/26/1962,4.11,NULL
1/29/1962,4.12,NULL
1/30/1962,4.11,NULL
1/31/1962,4.1,NULL
2/1/1962,4.09,NULL
2/2/1962,4.08,NULL
2/5/1962,4.07,NULL
2/6/1962,4.06,NULL
2/7/1962,4.07,NULL
2/8/1962,4.07,NULL
2/9/1962,4.05,NULL
2/12/1962,NULL,NULL
2/13/1962,4.03,NULL
2/14/1962,4.03,NULL
2/15/1962,4.02,NULL
2/16/1962,4.02,NULL
2/19/1962,4.01,NULL
2/20/1962,4.05,NULL
2/21/1962,4.03,NULL
2/22/1962,NULL,NULL
2/23/1962,4.02,NULL
2/26/1962,4,NULL
2/27/1962,4.01,NULL
2/28/1962,4,NULL
3/1/1962,3.98,NULL
3/2/1962,3.98,NULL
3/5/1962,4,NULL
3/6/1962,4.01,NULL
3/7/1962,4,NULL
3/8/1962,3.98,NULL
3/9/1962,3.96,NULL
3/12/1962,3.94,NULL
3/13/1962,3.92,NULL
3/14/1962,3.93,NULL
3/15/1962,3.96,NULL
3/16/1962,3.96,NULL
3/19/1962,3.93,NULL
3/20/1962,3.91,NULL
3/21/1962,3.86,NULL
3/22/1962,3.83,NULL
3/23/1962,3.87,NULL
3/26/1962,3.89,NULL
3/27/1962,3.9,NULL
3/28/1962,3.9,NULL
3/29/1962,3.9,NULL
3/30/1962,3.86,NULL
4/2/1962,3.86,NULL
4/3/1962,3.83,NULL
4/4/1962,3.78,NULL
4/5/1962,3.84,NULL
4/6/1962,3.81,NULL
4/9/1962,3.83,NULL
4/10/1962,3.83,NULL
4/11/1962,3.87,NULL
4/12/1962,3.86,NULL
4/13/1962,3.85,NULL
4/16/1962,3.83,NULL
4/17/1962,3.82,NULL
4/18/1962,3.81,NULL
4/19/1962,3.82,NULL
4/20/1962,NULL,NULL
4/23/1962,3.86,NULL
4/24/1962,3.87,NULL
4/25/1962,3.88,NULL
4/26/1962,3.89,NULL
4/27/1962,3.86,NULL
4/30/1962,3.86,NULL
5/1/1962,3.85,NULL
5/2/1962,3.86,NULL
5/3/1962,3.86,NULL
5/4/1962,3.87,NULL
5/7/1962,3.86,NULL
5/8/1962,3.85,NULL
5/9/1962,3.82,NULL
5/10/1962,3.83,NULL
5/11/1962,3.82,NULL
5/14/1962,3.85,NULL
5/15/1962,3.87,NULL
5/16/1962,3.86,NULL
5/17/1962,3.87,NULL
5/18/1962,3.93,NULL
5/21/1962,3.94,NULL
5/22/1962,3.93,NULL
5/23/1962,3.91,NULL
5/24/1962,3.9,NULL
5/25/1962,3.88,NULL
5/28/1962,3.87,NULL
5/29/1962,3.89,NULL
5/30/1962,NULL,NULL
5/31/1962,3.9,NULL
6/1/1962,3.89,NULL
6/4/1962,3.88,NULL
6/5/1962,3.89,NULL
6/6/1962,3.89,NULL
6/7/1962,3.87,NULL
6/8/1962,3.86,NULL
6/11/1962,3.87,NULL
6/12/1962,3.86,NULL
6/13/1962,3.87,NULL
6/14/1962,3.9,NULL
6/15/1962,3.89,NULL
6/18/1962,3.91,NULL
6/19/1962,3.93,NULL
6/20/1962,3.92,NULL
6/21/1962,3.9,NULL
6/22/1962,3.9,NULL
6/25/1962,3.95,NULL
6/26/1962,3.97,NULL
6/27/1962,3.96,NULL
6/28/1962,3.98,NULL
6/29/1962,4,NULL
7/2/1962,4,NULL
7/3/1962,4,NULL
7/4/1962,NULL,NULL
7/5/1962,4,NULL
7/6/1962,4.02,NULL
7/9/1962,4.05,NULL
7/10/1962,4.02,NULL
7/11/1962,3.99,NULL
7/12/1962,4,NULL
7/13/1962,4,NULL
7/16/1962,4.01,NULL
7/17/1962,4.03,NULL
7/18/1962,4.02,NULL
7/19/1962,4.02,NULL
7/20/1962,4.01,NULL
7/23/1962,4,NULL
7/24/1962,4.01,NULL
7/25/1962,4.02,NULL
7/26/1962,4.01,NULL
7/27/1962,4.02,NULL
7/30/1962,4.03,NULL
7/31/1962,4.04,NULL
8/1/1962,4.03,NULL
8/2/1962,4,NULL
8/3/1962,4.01,NULL
8/6/1962,4.01,NULL
8/7/1962,4.02,NULL
8/8/1962,4.01,NULL
8/9/1962,3.99,NULL
8/10/1962,3.99,NULL
8/13/1962,3.99,NULL
8/14/1962,3.98,NULL
8/15/1962,3.98,NULL
8/16/1962,3.96,NULL
8/17/1962,3.96,NULL
8/20/1962,3.94,NULL
8/21/1962,3.94,NULL
8/22/1962,3.95,NULL
8/23/1962,3.95,NULL
8/24/1962,3.95,NULL
8/27/1962,3.95,NULL
8/28/1962,3.96,NULL
8/29/1962,3.96,NULL
8/30/1962,3.95,NULL
8/31/1962,3.96,NULL
9/3/1962,NULL,NULL
9/4/1962,3.96,NULL
9/5/1962,3.97,NULL
9/6/1962,3.99,NULL
9/7/1962,4.01,NULL
9/10/1962,4,NULL
9/11/1962,4,NULL
9/12/1962,4,NULL
9/13/1962,3.99,NULL
9/14/1962,3.99,NULL
9/17/1962,3.99,NULL
9/18/1962,3.98,NULL
9/19/1962,3.99,NULL
9/20/1962,3.98,NULL
9/21/1962,3.98,NULL
9/24/1962,3.97,NULL
9/25/1962,3.96,NULL
9/26/1962,3.95,NULL
9/27/1962,3.95,NULL
9/28/1962,3.94,NULL
10/1/1962,3.93,NULL
10/2/1962,3.92,NULL
10/3/1962,3.9,NULL
10/4/1962,3.9,NULL
10/5/1962,3.92,NULL
10/8/1962,3.93,NULL
10/9/1962,3.95,NULL
10/10/1962,3.93,NULL
10/11/1962,3.94,NULL
10/12/1962,NULL,NULL
10/15/1962,3.94,NULL
10/16/1962,3.94,NULL
10/17/1962,3.94,NULL
10/18/1962,3.92,NULL
10/19/1962,3.88,NULL
10/22/1962,3.91,NULL
10/23/1962,3.94,NULL
10/24/1962,3.94,NULL
10/25/1962,3.94,NULL
10/26/1962,3.93,NULL
10/29/1962,3.92,NULL
10/30/1962,3.92,NULL
10/31/1962,3.92,NULL
11/1/1962,3.92,NULL
11/2/1962,3.91,NULL
11/5/1962,3.91,NULL
11/6/1962,NULL,NULL
11/7/1962,3.91,NULL
11/8/1962,3.9,NULL
11/9/1962,3.89,NULL
11/12/1962,NULL,NULL
11/13/1962,3.9,NULL
11/14/1962,3.91,NULL
11/15/1962,3.91,NULL
11/16/1962,3.93,NULL
11/19/1962,3.93,NULL
11/20/1962,3.93,NULL
11/21/1962,3.92,NULL
11/22/1962,NULL,NULL
11/23/1962,3.92,NULL
11/26/1962,3.93,NULL
11/27/1962,3.92,NULL
11/28/1962,3.92,NULL
11/29/1962,3.92,NULL
11/30/1962,3.92,NULL
12/3/1962,3.93,NULL
12/4/1962,3.94,NULL
12/5/1962,3.93,NULL
12/6/1962,3.92,NULL
12/7/1962,3.91,NULL
12/10/1962,3.9,NULL
12/11/1962,3.89,NULL
12/12/1962,3.88,NULL
12/13/1962,3.88,NULL
12/14/1962,3.87,NULL
12/17/1962,3.85,NULL
12/18/1962,3.83,NULL
12/19/1962,3.84,NULL
12/20/1962,3.83,NULL
12/21/1962,3.81,NULL
12/24/1962,3.79,NULL
12/25/1962,NULL,NULL
12/26/1962,3.79,NULL
12/27/1962,3.81,NULL
12/28/1962,3.84,NULL
12/31/1962,3.85,NULL
1/1/1963,NULL,NULL
1/2/1963,3.82,NULL
1/3/1963,3.81,NULL
1/4/1963,3.84,NULL
1/7/1963,3.83,NULL
1/8/1963,3.81,NULL
1/9/1963,3.82,NULL
1/10/1963,3.81,NULL
1/11/1963,3.8,NULL
1/14/1963,3.81,NULL
1/15/1963,3.8,NULL
1/16/1963,3.8,NULL
1/17/1963,3.82,NULL
1/18/1963,3.84,NULL
1/21/1963,3.85,NULL
1/22/1963,3.86,NULL
1/23/1963,3.86,NULL
1/24/1963,3.86,NULL
1/25/1963,3.85,NULL
1/28/1963,3.86,NULL
1/29/1963,3.86,NULL
1/30/1963,3.86,NULL
1/31/1963,3.87,NULL
2/1/1963,3.88,NULL
2/4/1963,3.89,NULL
2/5/1963,3.9,NULL
2/6/1963,3.91,NULL
2/7/1963,3.91,NULL
2/8/1963,3.91,NULL
2/11/1963,3.92,NULL
2/12/1963,NULL,NULL
2/13/1963,3.92,NULL
2/14/1963,3.91,NULL
2/15/1963,3.91,NULL
2/18/1963,3.91,NULL
2/19/1963,3.93,NULL
2/20/1963,3.94,NULL
2/21/1963,3.95,NULL
2/22/1963,NULL,NULL
2/25/1963,3.95,NULL
2/26/1963,3.95,NULL
2/27/1963,3.95,NULL
2/28/1963,3.94,NULL
3/1/1963,3.93,NULL
3/4/1963,3.92,NULL
3/5/1963,3.92,NULL
3/6/1963,3.91,NULL
3/7/1963,3.92,NULL
3/8/1963,3.92,NULL
3/11/1963,3.92,NULL
3/12/1963,3.92,NULL
3/13/1963,3.92,NULL
3/14/1963,3.92,NULL
3/15/1963,3.92,NULL
3/18/1963,3.92,NULL
3/19/1963,3.92,NULL
3/20/1963,3.92,NULL
3/21/1963,3.92,NULL
3/22/1963,3.93,NULL
3/25/1963,3.94,NULL
3/26/1963,3.96,NULL
3/27/1963,3.96,NULL
3/28/1963,3.96,NULL
3/29/1963,3.95,NULL
4/1/1963,3.95,NULL
4/2/1963,3.96,NULL
4/3/1963,3.96,NULL
4/4/1963,3.95,NULL
4/5/1963,3.95,NULL
4/8/1963,3.97,NULL
4/9/1963,3.98,NULL
4/10/1963,4,NULL
4/11/1963,4,NULL
4/12/1963,NULL,NULL
4/15/1963,4.01,NULL
4/16/1963,4,NULL
4/17/1963,4,NULL
4/18/1963,3.99,NULL
4/19/1963,3.97,NULL
4/22/1963,3.97,NULL
4/23/1963,3.97,NULL
4/24/1963,3.96,NULL
4/25/1963,3.95,NULL
4/26/1963,3.95,NULL
4/29/1963,3.95,NULL
4/30/1963,3.95,NULL
5/1/1963,3.94,NULL
5/2/1963,3.94,NULL
5/3/1963,3.93,NULL
5/6/1963,3.92,NULL
5/7/1963,3.91,NULL
5/8/1963,3.92,NULL
5/9/1963,3.93,NULL
5/10/1963,3.93,NULL
5/13/1963,3.92,NULL
5/14/1963,3.91,NULL
5/15/1963,3.91,NULL
5/16/1963,3.9,NULL
5/17/1963,3.92,NULL
5/20/1963,3.93,NULL
5/21/1963,3.92,NULL
5/22/1963,3.92,NULL
5/23/1963,3.93,NULL
5/24/1963,3.95,NULL
5/27/1963,3.95,NULL
5/28/1963,3.96,NULL
5/29/1963,3.96,NULL
5/30/1963,NULL,NULL
5/31/1963,3.96,NULL
6/3/1963,3.98,NULL
6/4/1963,3.98,NULL
6/5/1963,3.98,NULL
6/6/1963,3.99,NULL
6/7/1963,3.99,NULL
6/10/1963,3.99,NULL
6/11/1963,3.98,NULL
6/12/1963,3.99,NULL
6/13/1963,3.99,NULL
6/14/1963,3.99,NULL
6/17/1963,4,NULL
6/18/1963,4,NULL
6/19/1963,4,NULL
6/20/1963,4,NULL
6/21/1963,4,NULL
6/24/1963,4,NULL
6/25/1963,4,NULL
6/26/1963,4,NULL
6/27/1963,4,NULL
6/28/1963,4,NULL
7/1/1963,4.01,NULL
7/2/1963,4.03,NULL
7/3/1963,4.03,NULL
7/4/1963,NULL,NULL
7/5/1963,4.04,NULL
7/8/1963,4.05,NULL
7/9/1963,4.04,NULL
7/10/1963,4.03,NULL
7/11/1963,4.04,NULL
7/12/1963,4.03,NULL
7/15/1963,4.02,NULL
7/16/1963,4.02,NULL
7/17/1963,4.03,NULL
7/18/1963,4.02,NULL
7/19/1963,4.02,NULL
7/22/1963,4.02,NULL
7/23/1963,4.02,NULL
7/24/1963,4.01,NULL
7/25/1963,4.01,NULL
7/26/1963,3.99,NULL
7/29/1963,3.99,NULL
7/30/1963,4,NULL
7/31/1963,4,NULL
8/1/1963,3.99,NULL
8/2/1963,3.99,NULL
8/5/1963,3.99,NULL
8/6/1963,4,NULL
8/7/1963,4.01,NULL
8/8/1963,4,NULL
8/9/1963,4,NULL
8/12/1963,4.01,NULL
8/13/1963,4.02,NULL
8/14/1963,4.02,NULL
8/15/1963,4.01,NULL
8/16/1963,4,NULL
8/19/1963,3.99,NULL
8/20/1963,3.99,NULL
8/21/1963,4,NULL
8/22/1963,4,NULL
8/23/1963,4,NULL
8/26/1963,4,NULL
8/27/1963,4,NULL
8/28/1963,4,NULL
8/29/1963,4.01,NULL
8/30/1963,4.02,NULL
9/2/1963,NULL,NULL
9/3/1963,4.03,NULL
9/4/1963,4.04,NULL
9/5/1963,4.08,NULL
9/6/1963,4.09,NULL
9/9/1963,4.09,NULL
9/10/1963,4.09,NULL
9/11/1963,4.09,NULL
9/12/1963,4.09,NULL
9/13/1963,4.09,NULL
9/16/1963,4.09,NULL
9/17/1963,4.09,NULL
9/18/1963,4.08,NULL
9/19/1963,4.08,NULL
9/20/1963,4.07,NULL
9/23/1963,4.07,NULL
9/24/1963,4.08,NULL
9/25/1963,4.08,NULL
9/26/1963,4.08,NULL
9/27/1963,4.07,NULL
9/30/1963,4.07,NULL
10/1/1963,4.07,NULL
10/2/1963,4.07,NULL
10/3/1963,4.07,NULL
10/4/1963,4.08,NULL
10/7/1963,4.08,NULL
10/8/1963,4.09,NULL
10/9/1963,4.1,NULL
10/10/1963,4.1,NULL
10/11/1963,4.1,NULL
10/14/1963,4.1,NULL
10/15/1963,4.11,NULL
10/16/1963,4.11,NULL
10/17/1963,4.12,NULL
10/18/1963,4.12,NULL
10/21/1963,4.12,NULL
10/22/1963,4.11,NULL
10/23/1963,4.12,NULL
10/24/1963,4.11,NULL
10/25/1963,4.12,NULL
10/28/1963,4.12,NULL
10/29/1963,4.13,NULL
10/30/1963,4.14,NULL
10/31/1963,4.15,NULL
11/1/1963,4.15,NULL
11/4/1963,4.15,NULL
11/5/1963,NULL,NULL
11/6/1963,4.17,NULL
11/7/1963,4.17,NULL
11/8/1963,4.16,NULL
11/11/1963,NULL,NULL
11/12/1963,4.16,NULL
11/13/1963,4.15,NULL
11/14/1963,4.12,NULL
11/15/1963,4.11,NULL
11/18/1963,4.11,NULL
11/19/1963,4.1,NULL
11/20/1963,4.09,NULL
11/21/1963,4.1,NULL
11/22/1963,4.09,NULL
11/25/1963,NULL,NULL
11/26/1963,4.08,NULL
11/27/1963,4.08,NULL
11/28/1963,NULL,NULL
11/29/1963,4.08,NULL
12/2/1963,4.09,NULL
12/3/1963,4.1,NULL
12/4/1963,4.1,NULL
12/5/1963,4.11,NULL
12/6/1963,4.11,NULL
12/9/1963,4.1,NULL
12/10/1963,4.1,NULL
12/11/1963,4.12,NULL
12/12/1963,4.12,NULL
12/13/1963,4.13,NULL
12/16/1963,4.15,NULL
12/17/1963,4.15,NULL
12/18/1963,4.15,NULL
12/19/1963,4.14,NULL
12/20/1963,4.15,NULL
12/23/1963,4.15,NULL
12/24/1963,4.15,NULL
12/25/1963,NULL,NULL
12/26/1963,4.15,NULL
12/27/1963,4.15,NULL
12/30/1963,4.14,NULL
12/31/1963,4.14,NULL
1/1/1964,NULL,NULL
1/2/1964,4.14,NULL
1/3/1964,4.15,NULL
1/6/1964,4.16,NULL
1/7/1964,4.15,NULL
1/8/1964,4.18,NULL
1/9/1964,4.18,NULL
1/10/1964,4.18,NULL
1/13/1964,4.18,NULL
1/14/1964,4.18,NULL
1/15/1964,4.18,NULL
1/16/1964,4.17,NULL
1/17/1964,4.17,NULL
1/20/1964,4.16,NULL
1/21/1964,4.16,NULL
1/22/1964,4.16,NULL
1/23/1964,4.16,NULL
1/24/1964,4.18,NULL
1/27/1964,4.18,NULL
1/28/1964,4.17,NULL
1/29/1964,4.17,NULL
1/30/1964,4.16,NULL
1/31/1964,4.15,NULL
2/3/1964,4.15,NULL
2/4/1964,4.15,NULL
2/5/1964,4.15,NULL
2/6/1964,4.14,NULL
2/7/1964,4.14,NULL
2/10/1964,4.14,NULL
2/11/1964,4.14,NULL
2/12/1964,NULL,NULL
2/13/1964,4.13,NULL
2/14/1964,4.13,NULL
2/17/1964,4.13,NULL
2/18/1964,4.14,NULL
2/19/1964,4.14,NULL
2/20/1964,4.14,NULL
2/21/1964,NULL,NULL
2/24/1964,4.15,NULL
2/25/1964,4.15,NULL
2/26/1964,4.15,NULL
2/27/1964,4.17,NULL
2/28/1964,4.18,NULL
3/2/1964,4.17,NULL
3/3/1964,4.18,NULL
3/4/1964,4.19,NULL
3/5/1964,4.19,NULL
3/6/1964,4.19,NULL
3/9/1964,4.2,NULL
3/10/1964,4.2,NULL
3/11/1964,4.21,NULL
3/12/1964,4.21,NULL
3/13/1964,4.22,NULL
3/16/1964,4.21,NULL
3/17/1964,4.22,NULL
3/18/1964,4.23,NULL
3/19/1964,4.24,NULL
3/20/1964,4.25,NULL
3/23/1964,4.25,NULL
3/24/1964,4.26,NULL
3/25/1964,4.26,NULL
3/26/1964,4.25,NULL
3/27/1964,NULL,NULL
3/30/1964,4.25,NULL
3/31/1964,4.23,NULL
4/1/1964,4.23,NULL
4/2/1964,4.24,NULL
4/3/1964,4.25,NULL
4/6/1964,4.25,NULL
4/7/1964,4.25,NULL
4/8/1964,4.22,NULL
4/9/1964,4.22,NULL
4/10/1964,4.22,NULL
4/13/1964,4.23,NULL
4/14/1964,4.24,NULL
4/15/1964,4.23,NULL
4/16/1964,4.23,NULL
4/17/1964,4.24,NULL
4/20/1964,4.24,NULL
4/21/1964,4.23,NULL
4/22/1964,4.23,NULL
4/23/1964,4.23,NULL
4/24/1964,4.23,NULL
4/27/1964,4.23,NULL
4/28/1964,4.23,NULL
4/29/1964,4.22,NULL
4/30/1964,4.22,NULL
5/1/1964,4.22,NULL
5/4/1964,4.22,NULL
5/5/1964,4.22,NULL
5/6/1964,4.22,NULL
5/7/1964,4.22,NULL
5/8/1964,4.2,NULL
5/11/1964,4.19,NULL
5/12/1964,4.19,NULL
5/13/1964,4.19,NULL
5/14/1964,4.19,NULL
5/15/1964,4.19,NULL
5/18/1964,4.19,NULL
5/19/1964,4.19,NULL
5/20/1964,4.2,NULL
5/21/1964,4.2,NULL
5/22/1964,4.2,NULL
5/25/1964,4.19,NULL
5/26/1964,4.19,NULL
5/27/1964,4.2,NULL
5/28/1964,4.19,NULL
5/29/1964,NULL,NULL
6/1/1964,4.19,NULL
6/2/1964,4.19,NULL
6/3/1964,4.19,NULL
6/4/1964,4.19,NULL
6/5/1964,4.18,NULL
6/8/1964,4.18,NULL
6/9/1964,4.17,NULL
6/10/1964,4.17,NULL
6/11/1964,4.18,NULL
6/12/1964,4.18,NULL
6/15/1964,4.18,NULL
6/16/1964,4.18,NULL
6/17/1964,4.18,NULL
6/18/1964,4.17,NULL
6/19/1964,4.16,NULL
6/22/1964,4.15,NULL
6/23/1964,4.15,NULL
6/24/1964,4.15,NULL
6/25/1964,4.15,NULL
6/26/1964,4.15,NULL
6/29/1964,4.15,NULL
6/30/1964,4.15,NULL
7/1/1964,4.15,NULL
7/2/1964,4.15,NULL
7/3/1964,NULL,NULL
7/6/1964,4.16,NULL
7/7/1964,4.15,NULL
7/8/1964,4.15,NULL
7/9/1964,4.18,NULL
7/10/1964,4.19,NULL
7/13/1964,4.19,NULL
7/14/1964,4.19,NULL
7/15/1964,4.19,NULL
7/16/1964,4.19,NULL
7/17/1964,4.2,NULL
7/20/1964,4.21,NULL
7/21/1964,4.2,NULL
7/22/1964,4.21,NULL
7/23/1964,4.2,NULL
7/24/1964,4.2,NULL
7/27/1964,4.2,NULL
7/28/1964,4.2,NULL
7/29/1964,4.2,NULL
7/30/1964,4.19,NULL
7/31/1964,4.19,NULL
8/3/1964,4.19,NULL
8/4/1964,4.19,NULL
8/5/1964,4.19,NULL
8/6/1964,4.18,NULL
8/7/1964,4.19,NULL
8/10/1964,4.19,NULL
8/11/1964,4.2,NULL
8/12/1964,4.2,NULL
8/13/1964,4.19,NULL
8/14/1964,4.19,NULL
8/17/1964,4.19,NULL
8/18/1964,4.19,NULL
8/19/1964,4.19,NULL
8/20/1964,4.19,NULL
8/21/1964,4.19,NULL
8/24/1964,4.19,NULL
8/25/1964,4.2,NULL
8/26/1964,4.2,NULL
8/27/1964,4.2,NULL
8/28/1964,4.21,NULL
8/31/1964,4.21,NULL
9/1/1964,4.21,NULL
9/2/1964,4.22,NULL
9/3/1964,4.22,NULL
9/4/1964,4.22,NULL
9/7/1964,NULL,NULL
9/8/1964,4.22,NULL
9/9/1964,4.22,NULL
9/10/1964,4.22,NULL
9/11/1964,4.22,NULL
9/14/1964,4.22,NULL
9/15/1964,4.22,NULL
9/16/1964,4.21,NULL
9/17/1964,4.2,NULL
9/18/1964,4.2,NULL
9/21/1964,4.19,NULL
9/22/1964,4.19,NULL
9/23/1964,4.19,NULL
9/24/1964,4.19,NULL
9/25/1964,4.19,NULL
9/28/1964,4.17,NULL
9/29/1964,4.18,NULL
9/30/1964,4.18,NULL
10/1/1964,4.18,NULL
10/2/1964,4.18,NULL
10/5/1964,4.2,NULL
10/6/1964,4.19,NULL
10/7/1964,4.19,NULL
10/8/1964,4.19,NULL
10/9/1964,4.19,NULL
10/12/1964,NULL,NULL
10/13/1964,4.19,NULL
10/14/1964,4.19,NULL
10/15/1964,4.2,NULL
10/16/1964,4.21,NULL
10/19/1964,4.21,NULL
10/20/1964,4.2,NULL
10/21/1964,4.19,NULL
10/22/1964,4.19,NULL
10/23/1964,4.19,NULL
10/26/1964,4.19,NULL
10/27/1964,4.18,NULL
10/28/1964,4.17,NULL
10/29/1964,4.16,NULL
10/30/1964,4.16,NULL
11/2/1964,4.15,NULL
11/3/1964,NULL,NULL
11/4/1964,4.15,NULL
11/5/1964,4.15,NULL
11/6/1964,4.15,NULL
11/9/1964,4.15,NULL
11/10/1964,4.14,NULL
11/11/1964,NULL,NULL
11/12/1964,4.12,NULL
11/13/1964,4.13,NULL
11/16/1964,4.13,NULL
11/17/1964,4.14,NULL
11/18/1964,4.14,NULL
11/19/1964,4.13,NULL
11/20/1964,4.13,NULL
11/23/1964,4.18,NULL
11/24/1964,4.18,NULL
11/25/1964,4.19,NULL
11/26/1964,NULL,NULL
11/27/1964,4.19,NULL
11/30/1964,4.2,NULL
12/1/1964,4.2,NULL
12/2/1964,4.19,NULL
12/3/1964,4.18,NULL
12/4/1964,4.18,NULL
12/7/1964,4.17,NULL
12/8/1964,4.16,NULL
12/9/1964,4.16,NULL
12/10/1964,4.15,NULL
12/11/1964,4.15,NULL
12/14/1964,4.16,NULL
12/15/1964,4.17,NULL
12/16/1964,4.18,NULL
12/17/1964,4.18,NULL
12/18/1964,4.19,NULL
12/21/1964,4.18,NULL
12/22/1964,4.18,NULL
12/23/1964,4.19,NULL
12/24/1964,4.19,NULL
12/25/1964,NULL,NULL
12/28/1964,4.19,NULL
12/29/1964,4.19,NULL
12/30/1964,4.2,NULL
12/31/1964,4.21,NULL
1/1/1965,NULL,NULL
1/4/1965,4.2,NULL
1/5/1965,4.2,NULL
1/6/1965,4.2,NULL
1/7/1965,4.2,NULL
1/8/1965,4.2,NULL
1/11/1965,4.2,NULL
1/12/1965,4.19,NULL
1/13/1965,4.19,NULL
1/14/1965,4.19,NULL
1/15/1965,4.19,NULL
1/18/1965,4.19,NULL
1/19/1965,4.18,NULL
1/20/1965,4.18,NULL
1/21/1965,4.17,NULL
1/22/1965,4.17,NULL
1/25/1965,4.18,NULL
1/26/1965,4.19,NULL
1/27/1965,4.19,NULL
1/28/1965,4.19,NULL
1/29/1965,4.19,NULL
2/1/1965,4.2,NULL
2/2/1965,4.2,NULL
2/3/1965,4.2,NULL
2/4/1965,4.21,NULL
2/5/1965,4.22,NULL
2/8/1965,4.21,NULL
2/9/1965,4.21,NULL
2/10/1965,4.21,NULL
2/11/1965,4.21,NULL
2/12/1965,NULL,NULL
2/15/1965,4.22,NULL
2/16/1965,4.21,NULL
2/17/1965,4.21,NULL
2/18/1965,4.21,NULL
2/19/1965,4.22,NULL
2/22/1965,NULL,NULL
2/23/1965,4.21,NULL
2/24/1965,4.22,NULL
2/25/1965,4.21,NULL
2/26/1965,4.22,NULL
3/1/1965,4.22,NULL
3/2/1965,4.24,NULL
3/3/1965,4.23,NULL
3/4/1965,4.22,NULL
3/5/1965,4.23,NULL
3/8/1965,4.23,NULL
3/9/1965,4.23,NULL
3/10/1965,4.23,NULL
3/11/1965,4.22,NULL
3/12/1965,4.22,NULL
3/15/1965,4.21,NULL
3/16/1965,4.21,NULL
3/17/1965,4.2,NULL
3/18/1965,4.2,NULL
3/19/1965,4.2,NULL
3/22/1965,4.19,NULL
3/23/1965,4.19,NULL
3/24/1965,4.18,NULL
3/25/1965,4.19,NULL
3/26/1965,4.2,NULL
3/29/1965,4.2,NULL
3/30/1965,4.2,NULL
3/31/1965,4.2,NULL
4/1/1965,4.2,NULL
4/2/1965,4.2,NULL
4/5/1965,4.2,NULL
4/6/1965,4.2,NULL
4/7/1965,4.2,NULL
4/8/1965,4.19,NULL
4/9/1965,4.2,NULL
4/12/1965,4.2,NULL
4/13/1965,4.2,NULL
4/14/1965,4.19,NULL
4/15/1965,4.2,NULL
4/16/1965,NULL,NULL
4/19/1965,4.21,NULL
4/20/1965,4.21,NULL
4/21/1965,4.21,NULL
4/22/1965,4.21,NULL
4/23/1965,4.21,NULL
4/26/1965,4.21,NULL
4/27/1965,4.21,NULL
4/28/1965,4.21,NULL
4/29/1965,4.21,NULL
4/30/1965,4.21,NULL
5/3/1965,4.21,NULL
5/4/1965,4.2,NULL
5/5/1965,4.2,NULL
5/6/1965,4.2,NULL
5/7/1965,4.2,NULL
5/10/1965,4.2,NULL
5/11/1965,4.2,NULL
5/12/1965,4.2,NULL
5/13/1965,4.21,NULL
5/14/1965,4.21,NULL
5/17/1965,4.21,NULL
5/18/1965,4.22,NULL
5/19/1965,4.22,NULL
5/20/1965,4.22,NULL
5/21/1965,4.22,NULL
5/24/1965,4.22,NULL
5/25/1965,4.22,NULL
5/26/1965,4.22,NULL
5/27/1965,4.22,NULL
5/28/1965,4.23,NULL
5/31/1965,NULL,NULL
6/1/1965,4.23,NULL
6/2/1965,4.23,NULL
6/3/1965,4.23,NULL
6/4/1965,4.23,NULL
6/7/1965,4.23,NULL
6/8/1965,4.23,NULL
6/9/1965,4.23,NULL
6/10/1965,4.23,NULL
6/11/1965,4.23,NULL
6/14/1965,4.21,NULL
6/15/1965,4.21,NULL
6/16/1965,4.21,NULL
6/17/1965,4.21,NULL
6/18/1965,4.21,NULL
6/21/1965,4.2,NULL
6/22/1965,4.2,NULL
6/23/1965,4.2,NULL
6/24/1965,4.19,NULL
6/25/1965,4.19,NULL
6/28/1965,4.19,NULL
6/29/1965,4.2,NULL
6/30/1965,4.2,NULL
7/1/1965,4.2,NULL
7/2/1965,4.21,NULL
7/5/1965,NULL,NULL
7/6/1965,4.21,NULL
7/7/1965,4.21,NULL
7/8/1965,4.2,NULL
7/9/1965,4.21,NULL
7/12/1965,4.21,NULL
7/13/1965,4.21,NULL
7/14/1965,4.21,NULL
7/15/1965,4.2,NULL
7/16/1965,4.2,NULL
7/19/1965,4.2,NULL
7/20/1965,4.2,NULL
7/21/1965,4.2,NULL
7/22/1965,4.2,NULL
7/23/1965,4.2,NULL
7/26/1965,4.2,NULL
7/27/1965,4.2,NULL
7/28/1965,4.2,NULL
7/29/1965,4.21,NULL
7/30/1965,4.22,NULL
8/2/1965,4.22,NULL
8/3/1965,4.22,NULL
8/4/1965,4.23,NULL
