World Health Organization,,,,,,,,,,,,,,,,,,,,,,,
"Department of Information, Evidence and Research",,,,,,,,,,,,,,,,,,,,,,,
June 2018,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Estimated DALYs ('000) by cause, sex",,,,,,,,,,,,,,,,,,,,,,,
"and WHO Member State (1), 2015",,,,,,,,,,,,,,,,,,,,,,,
,,,,1.,,,2.,3.,4.,5.,,,,,,6.,7.,8.,9.,,,10.,11.
,,,,,a.,b.,Bipolar disorder,Schizophrenia,Alcohol use disorders,Drug use disorders,a.,b.,c.,d.,e.,Anxiety disorders,Eating disorders,Autism and Asperger syndrome,Childhood behavioural disorders,a.,b.,Idiopathic intellectual disability,Other mental and behavioural disorders
"Member State
(See Notes for explanation of colour codes)",ISO-3 Code,,total_mental,## Depressive disorders,Major depressive disorder,Dysthymia,,,,,Opioid use disorders,Cocaine use disorders,Amphetamine use disorders,Cannabis use disorders,Other drug use disorders,,,,,Attention deficit/hyperactivity syndrome,Conduct disorder,,
Guinea-Bissau,GNB,5,33.70151751,9.408635132,7.627352585,1.781282514,1.964605427,1.598048796,2.76730866,2.499688335,2.256555153,0.040844207,0.020473918,0.07421431,0.10760074,4.812179362,0.282152396,2.145091786,2.463234334,0.297407158,2.16582719,3.836224681,1.924348518
Guyana,GUY,2,19.88828742,6.457215822,5.738354561,0.71886121,1.327596613,0.861903914,2.745406157,1.739424546,1.396093968,0.119988589,0.012461091,0.06140389,0.149476986,3.036258131,0.248927641,0.967245945,1.007897929,0.189179048,0.818718876,0.520762546,0.975648207
Haiti,HTI,5,229.9236713,56.70346124,47.69649683,9.00696523,17.00308558,9.748865633,34.84648114,18.71377245,12.65481615,2.299557798,0.339627823,0.836813384,2.582957406,40.39211874,2.265032207,13.6057503,13.49194936,2.711595611,10.78035353,10.42219924,12.73095555
Honduras,HND,4,153.7908766,35.18397341,29.17739658,6.006576698,12.53161485,8.66631849,22.67151448,13.76723116,9.61765071,0.701703309,1.205752509,0.230265419,2.011859113,21.77595959,2.338736444,10.75989933,10.14361594,0.893455313,9.250160767,6.01140872,9.940604349
Hungary,HUN,1,230.2949818,59.53595406,48.2754311,11.26052295,13.78096197,17.97280704,39.55400174,15.74566929,8.417856332,0.689858598,2.445191556,0.600121907,3.592641047,34.5586756,2.763871508,11.76543224,6.267293773,0.714145162,5.553148689,11.97008658,16.38022877
Iceland,ISL,1,8.255677027,1.873582283,1.348063329,0.525518951,0.623871729,0.579877944,0.791971289,1.128312012,0.66676786,0.069223262,0.068228281,0.025019497,0.299073109,1.618696092,0.250630078,0.371733079,0.273506613,0.030500289,0.243006322,0.204966692,0.538529231
India,IND,4,27540.81114,7495.185386,5910.765041,1584.420373,1331.574072,1963.304306,2569.672982,2466.691149,2116.314867,67.64699757,29.6399255,84.60721956,168.4821103,4023.911863,295.8795348,1609.465226,1221.92022,58.02640784,1163.893827,2917.870853,1645.335538
Indonesia,IDN,4,4353.295706,965.838228,587.0980334,378.7401987,281.7610096,457.3364939,241.9554291,349.7642744,222.5162946,7.039005763,41.20204987,28.89737317,50.10954832,848.323803,56.11155571,313.8434652,261.0049002,16.20945741,244.7954365,241.1762237,336.1803263
Iran (Islamic Republic of),IRN,3,2522.505055,790.7927039,693.4922717,97.30044081,151.0250166,104.4029055,57.02647155,497.3812358,445.1265339,12.92515049,8.03062707,4.827686638,26.47124363,495.0269549,36.0325393,105.0794784,77.13288308,16.20698751,60.92589502,93.79741532,114.8074292
Iraq,IRQ,3,838.0151289,198.853426,171.1096936,27.7437324,44.47661002,30.86040206,27.00796094,197.0488242,189.6992513,2.115249128,0.410788553,1.628251298,3.195283742,152.9171584,12.90969667,48.32977441,48.66937105,2.772346848,45.89702429,39.48956804,37.45234128
