observation_date,u3_hs,u3_bachplus,gdp_real,q1_wkinc,q3_wkinc,mdn_wkinc_hs,mdn_wkinc_bachplus,mdn_sqft_house_start,mean_sqft_house_start
2056-01-01,NA,NA,2903.671,NA,NA,NA,NA,NA,NA
2056-04-01,NA,NA,2927.665,NA,NA,NA,NA,NA,NA
2056-07-01,NA,NA,2925.035,NA,NA,NA,NA,NA,NA
2056-10-01,NA,NA,2973.179,NA,NA,NA,NA,NA,NA
2057-01-01,NA,NA,2992.219,NA,NA,NA,NA,NA,NA
2057-04-01,NA,NA,2985.663,NA,NA,NA,NA,NA,NA
2057-07-01,NA,NA,3014.919,NA,NA,NA,NA,NA,NA
2057-10-01,NA,NA,2983.727,NA,NA,NA,NA,NA,NA
2058-01-01,NA,NA,2906.274,NA,NA,NA,NA,NA,NA
2058-04-01,NA,NA,2925.379,NA,NA,NA,NA,NA,NA
2058-07-01,NA,NA,2993.068,NA,NA,NA,NA,NA,NA
2058-10-01,NA,NA,3063.085,NA,NA,NA,NA,NA,NA
2059-01-01,NA,NA,3121.936,NA,NA,NA,NA,NA,NA
2059-04-01,NA,NA,3192.38,NA,NA,NA,NA,NA,NA
2059-07-01,NA,NA,3194.653,NA,NA,NA,NA,NA,NA
2059-10-01,NA,NA,3203.759,NA,NA,NA,NA,NA,NA
2060-01-01,NA,NA,3275.757,NA,NA,NA,NA,NA,NA
2060-04-01,NA,NA,3258.088,NA,NA,NA,NA,NA,NA
2060-07-01,NA,NA,3274.029,NA,NA,NA,NA,NA,NA
2060-10-01,NA,NA,3232.009,NA,NA,NA,NA,NA,NA
2061-01-01,NA,NA,3253.826,NA,NA,NA,NA,NA,NA
2061-04-01,NA,NA,3309.059,NA,NA,NA,NA,NA,NA
2061-07-01,NA,NA,3372.581,NA,NA,NA,NA,NA,NA
2061-10-01,NA,NA,3438.721,NA,NA,NA,NA,NA,NA
2062-01-01,NA,NA,3500.054,NA,NA,NA,NA,NA,NA
2062-04-01,NA,NA,3531.683,NA,NA,NA,NA,NA,NA
2062-07-01,NA,NA,3575.07,NA,NA,NA,NA,NA,NA
2062-10-01,NA,NA,3586.827,NA,NA,NA,NA,NA,NA
2063-01-01,NA,NA,3625.981,NA,NA,NA,NA,NA,NA
2063-04-01,NA,NA,3666.669,NA,NA,NA,NA,NA,NA
2063-07-01,NA,NA,3747.278,NA,NA,NA,NA,NA,NA
2063-10-01,NA,NA,3771.845,NA,NA,NA,NA,NA,NA
2064-01-01,NA,NA,3851.366,NA,NA,NA,NA,NA,NA
2064-04-01,NA,NA,3893.296,NA,NA,NA,NA,NA,NA
2064-07-01,NA,NA,3954.121,NA,NA,NA,NA,NA,NA
2064-10-01,NA,NA,3966.335,NA,NA,NA,NA,NA,NA
2065-01-01,NA,NA,4062.311,NA,NA,NA,NA,NA,NA
2065-04-01,NA,NA,4113.629,NA,NA,NA,NA,NA,NA
2065-07-01,NA,NA,4205.086,NA,NA,NA,NA,NA,NA
2065-10-01,NA,NA,4301.973,NA,NA,NA,NA,NA,NA
2066-01-01,NA,NA,4406.693,NA,NA,NA,NA,NA,NA
2066-04-01,NA,NA,4421.747,NA,NA,NA,NA,NA,NA
2066-07-01,NA,NA,4459.195,NA,NA,NA,NA,NA,NA
2066-10-01,NA,NA,4495.777,NA,NA,NA,NA,NA,NA
2067-01-01,NA,NA,4535.591,NA,NA,NA,NA,NA,NA
2067-04-01,NA,NA,4538.37,NA,NA,NA,NA,NA,NA
2067-07-01,NA,NA,4581.309,NA,NA,NA,NA,NA,NA
2067-10-01,NA,NA,4615.853,NA,NA,NA,NA,NA,NA
2068-01-01,NA,NA,4709.993,NA,NA,NA,NA,NA,NA
2068-04-01,NA,NA,4788.688,NA,NA,NA,NA,NA,NA
2068-07-01,NA,NA,4825.799,NA,NA,NA,NA,NA,NA
2068-10-01,NA,NA,4844.779,NA,NA,NA,NA,NA,NA
